EPO7_I_6	EPO7_II_6	EPO8_I_6	EPO8_II_6	EPOB9_I_8	EPOB9_II_6	EPOF21_I_6	EPOF21_II_1	EPOF21_II_3	EPOI2_I_6	EPOI2_II_6
#CLASS:  sampleName	EPO7	EPO7	EPO8	EPO8	EPOB9	EPOB9	EPOF21	EPOF21	EPOF21	EPOI2	EPOI2
#CLASS:  protein	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO
#CLASS:  producibility	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer
#CLASS:  cellType	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle
ENSG00000243164	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243165	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243167	0	0	2	0	0	0	0	0	0	0	2
ENSG00000243171	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243175	0	5	2	0	7	3	1	0	2	3	4
ENSG00000243181	0	2	0	2	0	0	0	0	0	0	0
ENSG00000243188	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243189	6	10	4	4	32	18	8	5	4	13	11
ENSG00000243195	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243199	44	34	40	22	34	39	13	2	2	33	30
ENSG00000243207	151	169	138	70	349	127	101	115	52	199	191
ENSG00000243215	6	10	4	4	32	18	8	5	4	13	11
ENSG00000243225	1	0	0	0	3	0	1	1	1	0	0
ENSG00000243232	447	341	914	506	678	332	529	324	95	488	482
ENSG00000243234	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243236	1	1	0	0	3	0	1	0	0	0	0
ENSG00000243238	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243244	235	236	528	352	499	294	149	90	37	263	274
ENSG00000243250	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243256	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243257	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243264	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243265	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243279	1724	1730	2281	1474	2979	1644	1509	1100	455	1498	1531
ENSG00000243280	3	0	0	2	0	0	0	0	0	0	0
ENSG00000243284	0	0	1	3	4	5	0	2	2	2	3
ENSG00000243287	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243289	2	0	0	0	1	0	0	5	0	0	0
ENSG00000243290	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243297	0	2	0	1	2	0	0	0	0	0	1
ENSG00000243302	151	190	89	83	574	314	130	205	93	310	334
ENSG00000243303	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243304	0	0	0	1	3	0	0	0	0	0	3
ENSG00000243307	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243312	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243314	0	0	0	0	0	1	0	0	0	0	0
ENSG00000243316	0	0	0	0	1	1	0	0	0	0	0
ENSG00000243317	3090	3296	3934	2367	5930	3485	3474	2096	867	2937	3342
ENSG00000243328	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243335	924	1115	1139	700	2103	1090	802	464	189	870	903
ENSG00000243336	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243353	1	0	0	0	0	0	0	0	0	2	0
ENSG00000243355	0	0	0	0	1	1	1	0	0	0	0
ENSG00000243364	240	271	297	176	475	258	179	156	51	202	202
ENSG00000243378	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243385	1	0	0	0	0	0	0	4	0	0	1
ENSG00000243388	0	0	0	0	2	0	0	0	0	0	0
ENSG00000243396	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243402	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243403	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243404	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243406	257	317	354	239	575	272	195	150	52	271	326
ENSG00000243414	29	72	48	8	23	21	65	11	0	0	28
ENSG00000243417	0	0	0	0	2	0	0	0	0	0	0
ENSG00000243422	26	49	54	45	58	33	23	25	18	36	43
ENSG00000243423	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243429	2	2	7	2	0	3	3	0	1	0	0
ENSG00000243431	3	0	4	3	1	5	2	0	0	7	5
ENSG00000243438	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243440	0	0	0	0	0	0	0	0	0	6	2
ENSG00000243441	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243444	54	66	116	65	103	38	49	30	8	67	72
ENSG00000243445	0	1	2	2	4	3	3	1	0	0	0
ENSG00000243449	426	386	456	332	755	343	398	233	87	316	346
ENSG00000243453	0	6	3	5	13	7	2	0	0	0	2
ENSG00000243455	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243466	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243468	0	0	0	0	2	0	0	0	0	0	0
ENSG00000243469	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243477	463	376	432	307	792	406	270	212	88	392	410
ENSG00000243478	2	3	0	0	5	1	4	2	1	4	5
ENSG00000243480	0	0	0	0	2	2	0	0	0	0	0
ENSG00000243483	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243489	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243492	2	4	8	7	33	12	11	4	2	17	28
ENSG00000243494	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243495	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243496	0	0	0	0	0	1	1	0	0	0	0
ENSG00000243498	0	2	0	0	0	0	0	0	0	0	0
ENSG00000243499	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243501	0	0	2	5	14	3	2	0	0	0	0
ENSG00000243503	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243504	0	0	0	0	0	0	0	0	0	0	2
ENSG00000243507	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243508	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243509	0	1	3	0	0	0	0	0	0	0	0
ENSG00000243514	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243516	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243517	0	2	2	0	0	1	1	1	0	0	2
ENSG00000243518	0	4	2	2	0	0	1	0	0	0	0
ENSG00000243519	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243521	0	2	0	0	0	0	0	0	0	0	0
ENSG00000243531	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243537	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243538	0	0	0	0	0	0	0	0	0	2	0
ENSG00000243543	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243547	0	0	0	0	0	0	0	0	0	2	0
ENSG00000243554	30	55	25	19	101	45	47	20	9	55	54
ENSG00000243566	1	1	1	1	0	1	0	0	0	3	2
ENSG00000243568	2	1	3	0	6	6	4	6	1	5	3
ENSG00000243570	1	0	0	1	1	1	0	0	0	0	1
ENSG00000243581	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243584	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243592	0	0	0	0	0	0	0	0	0	2	0
ENSG00000243594	7	11	11	6	13	10	4	5	2	6	5
ENSG00000243596	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243601	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243607	0	0	0	0	2	0	0	0	0	0	0
ENSG00000243609	1	0	0	0	0	0	1	0	0	0	0
ENSG00000243612	1	3	0	0	15	19	1	1	1	1	0
ENSG00000243621	0	0	0	0	0	0	0	0	0	1	0
ENSG00000243627	1	1	2	1	8	3	2	2	0	2	0
ENSG00000243635	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243641	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243643	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243646	723	771	1114	729	1081	631	686	466	189	608	676
ENSG00000243648	0	3	0	0	0	0	0	0	0	0	5
ENSG00000243649	2	1	0	1	5	3	0	0	0	0	1
ENSG00000243658	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243659	0	0	0	0	3	0	0	0	1	0	1
ENSG00000243660	82	63	108	68	183	95	75	45	9	82	94
ENSG00000243661	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243663	0	2	0	0	3	0	0	0	0	0	0
ENSG00000243664	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243667	728	712	1061	706	1340	731	582	368	134	648	768
ENSG00000243669	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243672	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243674	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243675	0	0	0	0	0	2	0	1	0	0	0
ENSG00000243678	26630	34868	41610	27192	58292	32054	29289	18385	7506	28783	34722
ENSG00000243679	150	158	91	60	525	230	117	163	54	271	251
ENSG00000243680	0	0	0	1	0	0	1	0	0	0	0
ENSG00000243686	2	4	0	4	1	1	0	2	2	4	0
ENSG00000243687	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243695	0	2	3	0	5	3	1	1	0	2	6
ENSG00000243696	51	61	47	17	167	107	38	50	21	76	126
ENSG00000243697	0	0	0	0	0	0	0	1	0	0	0
ENSG00000243705	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243708	19	49	22	8	74	91	24	2	9	33	85
ENSG00000243709	4	5	6	10	7	9	1	1	2	17	3
ENSG00000243710	14	19	16	6	20	20	9	11	2	25	11
ENSG00000243711	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243716	702	687	1138	863	3192	1702	964	870	412	1433	1442
ENSG00000243719	6	10	4	4	32	18	8	5	4	13	11
ENSG00000243720	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243721	0	0	0	0	0	0	1	0	0	0	0
ENSG00000243725	1753	1726	2240	1529	3041	1567	1875	1103	423	1611	1674
ENSG00000243729	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243730	3	1	2	1	0	6	0	0	0	0	3
ENSG00000243742	41	22	114	76	53	43	22	28	13	25	31
ENSG00000243744	0	0	2	0	0	0	0	0	0	0	0
ENSG00000243746	0	3	2	3	11	0	0	2	2	2	2
ENSG00000243749	518	525	626	366	1004	554	657	400	149	474	535
ENSG00000243753	178	39	59	26	460	270	112	62	22	194	226
ENSG00000243758	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243759	0	0	0	0	0	0	0	2	0	0	0
ENSG00000243761	0	0	0	0	0	0	0	0	0	1	0
ENSG00000243771	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243772	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243775	0	0	1	0	3	1	0	0	0	0	0
ENSG00000243777	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243779	0	2	2	0	0	0	0	0	0	0	0
ENSG00000243780	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243781	2	0	0	0	0	0	0	0	0	0	0
ENSG00000243789	82	109	124	100	115	80	45	38	19	85	93
ENSG00000243792	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243794	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243802	2	0	0	0	0	3	0	0	0	0	0
ENSG00000243804	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243806	0	0	1	0	4	0	0	0	0	0	1
ENSG00000243811	48	73	75	41	135	94	24	27	9	33	24
ENSG00000243813	1	3	0	1	1	2	0	5	0	4	2
ENSG00000243822	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243824	0	2	0	0	0	0	0	0	1	0	0
ENSG00000243828	0	1	0	0	1	0	0	0	0	0	0
ENSG00000243829	0	0	0	0	0	0	2	0	0	0	0
ENSG00000243830	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243831	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243838	1	0	0	0	0	0	0	0	0	0	0
ENSG00000243844	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243853	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243855	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243859	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243864	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243873	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243877	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243886	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243889	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243894	0	0	0	0	0	0	0	0	0	2	0
ENSG00000243896	15	17	13	10	28	12	19	21	5	10	19
ENSG00000243897	2	5	2	2	11	5	3	6	2	7	7
ENSG00000243904	0	0	0	0	3	0	0	0	0	0	0
ENSG00000243910	1	0	8	2	4	3	2	0	0	1	1
ENSG00000243914	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243915	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243916	0	0	1	1	0	0	0	0	0	0	0
ENSG00000243918	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243920	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243925	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243927	1985	2091	2564	1772	2629	1445	1913	1077	431	1432	1445
ENSG00000243929	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243930	0	3	1	0	0	0	0	0	0	2	0
ENSG00000243939	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243943	2069	2067	3609	2328	3975	2251	2092	1256	510	2338	2404
ENSG00000243945	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243955	1	1	7	1	2	2	2	0	0	0	0
ENSG00000243958	7	3	2	0	12	4	7	0	1	6	3
ENSG00000243964	0	0	0	0	0	0	2	0	0	0	3
ENSG00000243967	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243970	74	81	35	28	178	113	66	49	18	139	133
ENSG00000243974	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243977	2	4	1	0	8	0	3	2	0	3	2
ENSG00000243978	64	47	203	144	197	96	95	65	40	79	61
ENSG00000243979	0	0	0	0	0	0	0	0	0	0	3
ENSG00000243981	2	6	2	3	9	11	3	3	2	4	2
ENSG00000243986	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243988	0	0	0	0	2	0	0	0	0	0	0
ENSG00000243989	857	907	1416	931	1452	842	717	519	222	806	781
ENSG00000244000	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244002	0	0	0	1	2	0	1	0	0	0	0
ENSG00000244004	0	0	0	0	2	0	0	0	0	0	0
ENSG00000244005	1514	1599	2570	1646	2390	1351	1157	677	262	1417	1325
ENSG00000244009	1	0	2	1	2	4	0	0	0	0	0
ENSG00000244018	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244019	0	0	0	0	0	2	0	0	0	0	0
ENSG00000244020	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244021	4	10	3	10	9	8	5	2	0	0	5
ENSG00000244024	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244025	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244026	423	409	587	381	842	449	339	261	106	333	398
ENSG00000244031	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244038	9349	8543	12979	8500	17703	9874	8791	5287	2226	10204	10119
ENSG00000244039	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244043	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244045	1730	1792	2195	1523	3247	1763	2016	1218	488	1831	1977
ENSG00000244048	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244050	1	0	0	2	1	4	0	0	0	3	0
ENSG00000244052	0	0	0	0	0	0	0	0	0	0	3
ENSG00000244053	0	0	5	0	0	0	2	0	0	0	0
ENSG00000244057	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244060	0	0	0	0	1	0	1	0	0	0	0
ENSG00000244061	1	0	1	0	2	0	0	0	0	2	0
ENSG00000244062	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244065	1	0	3	0	1	2	0	1	0	0	2
ENSG00000244067	1	1	5	1	4	1	8	2	0	2	0
ENSG00000244071	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244073	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244076	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244081	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244083	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244086	2	0	0	0	0	2	0	0	0	0	0
ENSG00000244088	1	0	0	0	0	0	0	0	0	0	0
ENSG00000244089	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244094	1	0	2	0	5	3	2	0	0	4	1
ENSG00000244097	1	2	1	2	4	1	2	0	0	1	2
ENSG00000244099	0	0	0	0	0	0	0	0	1	0	0
ENSG00000244101	1	0	0	0	4	0	0	0	0	2	4
ENSG00000244113	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244115	1625	1909	1559	1129	1894	1298	1105	808	335	944	1036
ENSG00000244116	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244119	16	17	19	13	41	16	18	19	9	27	31
ENSG00000244122	0	0	0	0	7	1	0	2	0	0	0
ENSG00000244130	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244131	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244134	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244142	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244144	1	0	0	1	0	0	0	0	0	0	0
ENSG00000244146	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244153	0	0	0	0	5	0	0	0	0	1	0
ENSG00000244155	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244157	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244159	1	0	0	0	0	0	0	0	0	0	0
ENSG00000244165	198	149	135	100	287	138	98	108	31	239	250
ENSG00000244167	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244171	2	2	3	2	5	0	0	0	0	0	2
ENSG00000244176	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244183	1	0	1	0	0	0	1	1	1	0	0
ENSG00000244187	3096	4307	3509	2060	4400	2259	2076	1221	488	1866	2037
ENSG00000244192	0	0	2	0	0	0	0	0	0	0	2
ENSG00000244193	1	4	0	0	8	2	2	1	1	3	2
ENSG00000244196	0	2	0	0	0	0	0	0	2	1	0
ENSG00000244199	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244207	2	1	1	1	6	3	1	1	1	0	1
ENSG00000244211	1	0	0	0	0	0	3	0	0	0	0
ENSG00000244213	0	0	0	0	0	0	0	0	0	6	2
ENSG00000244217	0	0	0	0	0	0	0	1	0	0	0
ENSG00000244219	54	71	85	47	127	86	48	45	16	43	65
ENSG00000244222	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244226	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244227	0	0	0	0	3	0	0	0	0	0	0
ENSG00000244229	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244234	0	0	0	2	0	0	0	0	0	0	0
ENSG00000244235	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244237	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244242	2	4	0	2	4	0	0	3	0	13	13
ENSG00000244244	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244245	0	0	0	2	0	0	0	0	0	1	0
ENSG00000244246	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244249	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244251	0	0	0	3	0	0	0	0	0	0	0
ENSG00000244253	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244255	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244257	698	696	951	542	3186	1272	1151	752	346	1858	2051
ENSG00000244259	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244266	0	0	1	0	1	0	0	0	0	0	0
ENSG00000244267	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244270	92	107	104	86	72	72	38	38	18	77	93
ENSG00000244273	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244274	1232	1256	2216	1438	2214	1109	995	809	269	1142	1061
ENSG00000244280	2	5	3	0	2	5	4	0	0	2	3
ENSG00000244281	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244283	0	0	1	0	0	0	0	0	0	0	0
ENSG00000244289	0	0	0	3	0	0	0	2	0	0	0
ENSG00000244292	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244295	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244301	1	0	0	0	0	0	0	0	0	0	0
ENSG00000244306	5879	6090	6465	4195	16732	8302	5459	4153	1725	7744	8713
ENSG00000244313	21	31	20	12	32	21	10	8	3	18	25
ENSG00000244329	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244331	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244346	0	0	0	0	1	2	0	0	0	0	2
ENSG00000244355	0	0	1	0	0	1	1	1	1	1	0
ENSG00000244361	0	0	0	0	0	0	0	0	0	1	0
ENSG00000244362	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244363	7	3	3	4	7	2	2	4	0	3	2
ENSG00000244371	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244378	3	2	1	0	16	4	4	1	0	1	4
ENSG00000244381	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244390	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244395	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244398	0	0	0	0	0	0	0	473	174	0	0
ENSG00000244400	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244405	271	226	529	346	507	219	1036	660	308	398	434
ENSG00000244411	0	0	0	0	1	1	0	2	0	0	0
ENSG00000244413	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244414	13	39	32	22	39	40	24	15	10	26	34
ENSG00000244422	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244427	0	0	0	2	0	0	0	0	0	0	0
ENSG00000244429	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244432	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244436	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244437	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244441	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244444	2	22	2	2	11	5	3	6	2	7	7
ENSG00000244451	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244456	0	0	1	0	0	0	0	0	0	0	0
ENSG00000244457	18	2	0	0	35	0	0	2	7	0	0
ENSG00000244462	6443	6008	9444	5734	10877	5927	6416	3274	1424	6115	6506
ENSG00000244470	0	1	0	0	0	0	0	0	0	0	0
ENSG00000244474	0	0	0	2	0	0	0	0	0	0	0
ENSG00000244476	5	2	2	5	5	8	3	0	0	3	4
ENSG00000244480	7	8	5	3	16	14	2	4	1	0	10
ENSG00000244482	0	2	0	0	0	2	0	0	0	0	0
ENSG00000244485	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244486	1630	1445	2340	1475	4361	2018	1735	1391	532	1402	1342
ENSG00000244490	0	0	0	0	0	2	0	0	0	0	0
ENSG00000244503	0	0	0	0	0	0	2	0	1	0	0
ENSG00000244509	2246	2198	3614	2327	3558	2076	1950	1382	547	1389	1437
ENSG00000244510	3	0	2	0	2	5	3	2	0	2	11
ENSG00000244515	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244527	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244528	2	0	0	0	0	2	0	0	0	0	0
ENSG00000244535	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244537	0	2	0	0	1	0	0	0	0	0	0
ENSG00000244538	0	0	0	0	3	0	0	0	0	0	0
ENSG00000244540	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244551	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244556	3	0	3	0	3	4	0	5	0	5	0
ENSG00000244559	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244560	165	186	74	42	597	218	136	134	47	375	337
ENSG00000244561	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244563	103	122	135	114	190	120	51	118	39	80	61
ENSG00000244565	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244571	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244573	0	1	1	2	2	1	1	0	0	1	1
ENSG00000244575	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244582	0	4	0	0	0	0	2	0	0	0	0
ENSG00000244585	0	2	0	0	0	1	0	0	0	2	0
ENSG00000244588	2	1	1	0	7	0	2	3	0	1	3
ENSG00000244593	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244604	0	0	0	0	0	0	0	0	0	1	0
ENSG00000244607	22	20	27	17	67	35	15	13	8	28	48
ENSG00000244615	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244617	43	52	61	28	84	37	43	17	4	35	45
ENSG00000244621	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244623	0	0	0	0	1	0	0	0	0	5	0
ENSG00000244624	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244627	283	339	373	225	694	420	248	185	62	310	337
ENSG00000244630	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244640	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244641	0	1	0	0	0	0	0	0	0	0	0
ENSG00000244646	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244652	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244653	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244657	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244661	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244662	0	0	0	0	0	0	0	0	0	0	1
ENSG00000244668	0	0	0	0	0	0	0	2	0	0	0
ENSG00000244669	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244672	1	47	8	13	61	52	3	24	8	0	1
ENSG00000244674	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244681	13	9	10	6	28	9	3	6	6	4	5
ENSG00000244682	5	3	3	7	8	6	7	6	0	5	6
ENSG00000244687	7051	7324	9847	6929	10604	6320	6206	3976	1632	5567	6171
ENSG00000244691	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244693	19	14	22	35	47	48	16	17	3	48	23
ENSG00000244694	28	38	34	33	67	37	118	76	42	39	49
ENSG00000244699	0	0	0	0	0	0	0	0	0	1	0
ENSG00000244703	0	1	0	0	0	0	0	0	0	0	0
ENSG00000244705	0	0	0	0	2	0	0	0	0	0	0
ENSG00000244708	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244712	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244716	56	46	44	36	28	40	9	25	15	50	44
ENSG00000244717	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244720	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244721	0	145	2	0	7	1	0	1	2	5	5
ENSG00000244722	0	2	1	0	0	0	0	0	0	0	0
ENSG00000244723	27	11	17	6	66	32	20	0	2	20	14
ENSG00000244730	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244731	92	124	36	34	288	142	43	53	20	100	97
ENSG00000244734	8946	9933	5556	3719	12606	7061	8146	4833	1778	3403	3421
ENSG00000244740	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244743	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244752	7	1	5	2	5	2	2	0	1	9	3
ENSG00000244753	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244754	1387	1643	1984	1395	3413	2117	1380	894	383	1716	1914
ENSG00000244756	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244921	1	0	0	0	0	1	0	0	0	0	0
ENSG00000244932	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245205	0	0	2	0	5	2	3	0	0	2	0
ENSG00000245680	529	529	786	556	1136	649	488	316	123	558	628
